CODIGO;DESCRIPCION;LOCALIZACION CP;LOCALIZACION (localidad);LOCALIZACION (domicilio);TELEFONO;CODIGO HORARIO;HORARIO;CCAA;CODIGO PROVINCIA;PROVINCIA;COOR X WGS 84;COOR Y WGS 84;COOR X ETRS 89;COOR Y ETRS 89;ACCESO;LATITUD WGS 84;LONGITUD WGS 84;LATITUD ETRS 89;LONGITUD ETRS 89;CODTIPO
0100010;VITORIA-GASTEIZ OP;01001;VITORIA-GASTEIZ;CL POSTAS 9;945156432;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-297386.596888692;5288561.12636004;526844.788409947;4743766.18355355;S;42.84600231261;-2.67146925277;42.84600231355;-2.67146925277;OFICINA
0105094;VITORIA-GASTEIZ SUC 1. TXAGORRITXU;01012;VITORIA-GASTEIZ;CL CUBA 2;945255262;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-298332.114749862;5290416.7159220325;526145.5958997813;4745120.518681777;S;42.85822258231;-2.67996298424;42.85822258325;-2.67996298424;OFICINA
0105194;VITORIA-GASTEIZ SUC 2. ZABALGANA;01015;VITORIA-GASTEIZ;ET. MEDITERRANEO 39-41;945358226;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-299981.015139275;5288371.5807;524940.912986267;4743620.39011297;S;42.84475389448;-2.69477530845;42.84475389542;-2.69477530845;OFICINA
0108094;VITORIA-GASTEIZ SUC 3. LAKUA;01010;VITORIA-GASTEIZ;CL de Pamplona-Iruñea 31;945191198;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-300570.70962677937;5291227.35894172;524500.6162278958;4745707.218830863;S;42.86356043736;-2.70007262416;42.8635604383;-2.70007262416;OFICINA
0110894;VITORIA-GASTEIZ SUC 4. ZARAMAGA;01002;VITORIA-GASTEIZ;PRT DE LEGUTIANO 12;945206152;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-297099.1734018969;5289630.281424697;527052.6924587543;4744548.922884505;S;42.85304369252;-2.66888728366;42.85304369346;-2.66888728366;OFICINA
0111494;VITORIA-GASTEIZ SUC 6. SALBURUA;01003;VITORIA-GASTEIZ;ET. PRAGA 17;945259064;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-295097.99456339184;5288602.155026801;528524.5643088341;4743802.946197015;S;42.84627253933;-2.65091038829;42.84627254027;-2.65091038829;OFICINA
0111794;ALEGRIA-DULANTZI;01240;ALEGRÍA-DULANTZI;CL de DULANTZI 3;945400516;IO;L-V: DE 11:00 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-279555.148447234;5287990.66349713;539936.015222798;4743412.42546449;S;42.84224495598;-2.51128662604;42.84224495693;-2.51128662604;OFICINA
0120001;SALVATIERRA O AGURAIN;01200;AGURAIN/SALVATIERRA;KAL. ENTZIA 7;945300235;OI;L-V: DE 09:30 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-266218.265275;5288840.35867;549721.79913;4744097.63216;S;42.8478413943;-2.39147936608;42.8478413953;-2.39147936608;OFICINA
0123001;NANCLARES DE LA OCA/LANGRAIZ OKA;01230;NANCLARES DE LA OCA/LANGRAIZ OKA;ET. LANGRAIZ 56;945361880;IO;L-V: DE 11:00 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-313201.908958;5284116.1472;515243.09304;4740478.98058;S;42.8167193874;-2.81354061832;42.8167193884;-2.81354061832;OFICINA
0130001;LAGUARDIA;01300;LAGUARDIA;KAL. PAGANOS 55;945600834;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-287801.915425642;5244109.27088027;534040.150577977;4711209.8398596;S;42.55253523563;-2.58536859426;42.55253523657;-2.58536859426;OFICINA
0132001;OYON-OION;01320;OYÓN-OION;KAL. SANTA LUCIA 13;945601401;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-271054.581165;5236532.92169;546428.356487;4705711.87565;S;42.5023785511;-2.43492473091;42.502378552;-2.43492473091;OFICINA
0140002;LLODIO;01400;LAUDIO/LLODIO;KAL. NERVION 36;946720041;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-329943.089327828;5333359.10253086;502933.370764734;4776401.31877351;S;43.14035063479;-2.96392920033;43.14035063573;-2.96392920033;OFICINA
0147001;AMURRIO;01470;AMURRIO;CL de Landako 10;945891998;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;PAIS VASCO;01;ARABA/ALAVA;-334133.588534;5319795.63971;499871.88649;4766520.45569;S;43.0513797379;-3.00157309518;43.0513797389;-3.00157309518;OFICINA
0200010;ALBACETE OP;02003;ALBACETE;DIONISIO GUARDIOLA 24-26;967550393;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-206774.880693933;4720538.23053879;598944.311967637;4316519.28521897;S;38.99208744642;-1.85749035699;38.99208744734;-1.85749035699;OFICINA
0200601;ALBACETE SUC 3. POL IND CAMPOLLANO;02007;ALBACETE;CL G 3 (Poligono Industrial Campollano) G 3;967214115;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-208953.99226395163;4723345.482677776;597222.1654631083;4318673.040547277;S;39.01168497118;-1.87706564929;39.0116849721;-1.87706564928;OFICINA
0209394;ALBACETE SUC 1. BARRIO DE LA INDUSTRIA;02006;ALBACETE;CRONISTA MATEO Y SOTOS 10;967217331;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-207470.186031766;4722251.08256781;598386.810433168;4317839.57626022;S;39.0040455716;-1.86373639111;39.00404557252;-1.86373639111;OFICINA
0210001;TARAZONA DE LA MANCHA;02100;TARAZONA DE LA MANCHA;ABDON DE ATIENZA, 20;967480146;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-212988.459673;4759566.80969;593748.946143;4346642.98832;S;39.2640601097;-1.91330788666;39.2640601107;-1.91330788666;OFICINA
0212001;PEÑAS DE SAN PEDRO;02120;PEÑAS DE SAN PEDRO;LA HUERTA, 19;967298102;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-222733.428163;4682276.88205;586853.832818;4286672.205;S;38.7244428205;-2.00084842803;38.7244428214;-2.00084842803;OFICINA
0220001;CASAS-IBAÑEZ;02200;CASAS-IBÁÑEZ;CL LA RECUEJA 1;967460271;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-163801.5143064931;4762568.515906292;631830.1069380192;4349510.390237975;S;39.28493414486;-1.47145403863;39.28493414579;-1.47145403863;OFICINA
0223001;MADRIGUERAS;02230;MADRIGUERAS;NUEVA, 21;967484016;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-200636.151789089;4755533.1953327;603363.1563597;4343649.68859126;S;39.23600033472;-1.80234521699;39.23600033564;-1.80234521699;OFICINA
0227001;VILLAMALEA;02270;VILLAMALEA;CUATRO ESQUINAS 10-14;967483931;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-178039.805762563;4773415.32697959;620668.827557906;4357697.48410914;S;39.36031163521;-1.59935878698;39.36031163613;-1.59935878698;OFICINA
0230001;ALCARAZ;02300;ALCARAZ;AV CONSTITUCION 1;967380051;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-277451.484638385;4674281.02971837;544159.482277198;4280099.99254477;S;38.66838328727;-2.49238909252;38.66838328819;-2.49238909252;OFICINA
0240001;HELLIN;02400;HELLÍN;ALCALDE VICTOR SERENA GUIRADO, 2;967301009;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-189064.162777731;4651715.26795329;613484.04850939;4263198.6490312;S;38.50993614405;-1.69839227102;38.50993614497;-1.69839227102;OFICINA
0243001;ELCHE DE LA SIERRA;02430;ELCHE DE LA SIERRA;CL JUAN CARLOS I 19;967410278;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-227834.46408919283;4643122.377195146;583187.0682961203;4256121.215944821;S;38.44950864511;-2.04667181341;38.44950864603;-2.04667181341;OFICINA
0248001;YESTE;02480;YESTE;SAN BARTOLOME, 7;967431129;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-257789.953683635;4631666.99460153;559772.041331968;4246965.03132366;S;38.36887258427;-2.31576655486;38.36887258519;-2.31576655486;OFICINA
0250001;TOBARRA;02500;TOBARRA;C/ TURBULA, 2;967325145;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-188075.723452232;4662898.33560724;614133.951939682;4271928.08068465;S;38.588502573;-1.68951296948;38.5885025739;-1.68951296948;OFICINA
0252001;CHINCHILLA DE MONTE-ARAGON;02520;CHINCHILLA DE MONTE-ARAGÓN;PL. ESPAÑA, 5;967260041;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-192156.5254;4710449.72173;610426.587045;4308849.38383;S;38.9216144163;-1.7261714371;38.9216144172;-1.7261714371;OFICINA
0260001;VILLARROBLEDO;02600;VILLARROBLEDO;TRAV. DON PEDRO, 1 BIS;967140686;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-289904.789178;4760016.14085;534138.706382;4346501.71379;S;39.267185179;-2.60425903058;39.2671851808;-2.60425903058;OFICINA
0261001;EL BONILLO;02610;BONILLO (EL);SAN ANTON, 4;967370108;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-282660.694930084;4714540.75682655;539930.893216176;4311351.27107395;S;38.95020068893;-2.53918422476;38.95020068985;-2.53918422476;OFICINA
0261101;OSSA DE MONTIEL;02611;OSSA DE MONTIEL;PRINCIPES DE ASTURIAS, 32 ;967377643;SO;L-V: DE 08:30 A 10:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-305682.264183167;4716796.73531521;522005.678455628;4313029.75864481;S;38.9659595;-2.7459905;38.9659595;-2.7459905;OFICINA
0261201;MUNERA;02612;MUNERA;PL.LEONARDO REQUENA 11;967373208;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-275725.705671671;4727587.05124317;545271.140674695;4321488.23938339;S;39.04128521035;-2.4768861563;39.04128521128;-2.4768861563;OFICINA
0263001;LA RODA;02630;RODA (LA);RAMON Y CAJAL 27;967440247;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-240211.080206157;4750985.19047162;572713.307492721;4339791.56946032;S;39.20434874507;-2.15785284764;39.20434874507;-2.15785284764;OFICINA
0264001;ALMANSA;02640;ALMANSA;VIOLETA PARRA, 3;967340940;GS;L-V: DE 08:30 A 14:30 Y DE 16:30 A 20:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-121504.765708767;4702965.2315892;665570.929327871;4304002.17012157;S;38.86928642008;-1.0914958813;38.869286421;-1.0914958813;OFICINA
0266001;CAUDETE;02660;CAUDETE;ALCALDE LUIS PASCUAL, 33 ;965825896;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;CASTILLA-LA MANCHA;02;ALBACETE;-109789.358339653;4679358.51896954;675105.915358994;4285853.13613207;S;38.70398704517;-.9862545863;38.70398704609;-.9862545863;OFICINA
0300010;ALICANTE-ALACANT OP;03003;ALICANTE/ALACANT;CL ARQUITECTO MORELL 3;965131887;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-54707.20724578272;4627923.275514564;719232.6043193043;4246795.632248679;S;38.34250051142;-.4914432042;38.34250051234;-.4914432042;OFICINA
0300011;ELCHE-ELX OP;03201;ELCHE/ELX;PASEO DE LA JOVENTUT 30;965446911;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-77971.9616999999;4616727.1692;701183.708217059;4237560.69560398;S;38.26357389934;-.70043404928;38.26357390025;-.70043404928;OFICINA
0303994;BENITATXELL;03726;POBLE NOU DE BENITATXELL (EL)/BENITACHELL;AV. LEPANTO, 10;966493486;K8;L-V: DE 09:45 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;16019.6333069472;4683018.47765354;773299.454214505;4291468.97744787;S;38.72963997734;.14390681446;38.72963997826;.14390681446;OFICINA
0310001;XIXONA-JIJONA;03100;XIXONA/JIJONA;CL ALICANTE 3;965612031;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-56309.8444217521;4655966.78041585;717381.186461193;4268660.40520173;S;38.5398151782;-.5058399389;38.53981517912;-.5058399389;OFICINA
0311036;MUTXAMEL;03110;MUTXAMEL;PZ NOVA 26;965953166;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-49568.5248436868;4638038.39186849;723048.464162684;4254812.00816842;S;38.41373285732;-.44528163478;38.41373285824;-.44528163478;OFICINA
0313002;SANTA POLA;03130;SANTA POLA;AV. FERNANDO PEREZ OJEDA, 5;965413037;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-62419.8407416828;4606613.64985535;713616.829450625;4229953.42340645;S;38.19220515357;-.56072696971;38.19220515449;-.56072696971;OFICINA
0314001;GUARDAMAR DEL SEGURA;03140;GUARDAMAR DEL SEGURA;CL JORGE JUAN 11;965728388;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-72347.24587955789;4591524.45027326;706105.8428514893;4217920.071981366;S;38.08559406718;-.64990636738;38.0855940681;-.64990636738;OFICINA
0314894;MARINA-OASIS;03177;MARINA-OASIS;FRANCISCO DE QUEVEDO 3;966790404;H3;L-V: DE 09:00 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-75621.5266156226;4597842.82987526;703401.957463602;4222811.44465569;S;38.13025484142;-.67931973167;38.13025484142;-.67931973167;OFICINA
0315001;DOLORES;03150;DOLORES;SAN RAIMUNDO DE PEÑAFORT 5;965726335;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-85684.0471727677;4599037.70453773;695455.706421846;4223553.97180767;S;38.13869761187;-.76971289181;38.13869761279;-.76971289181;OFICINA
0315801;CATRAL;03158;CATRAL;SAN JUAN, 5;965723639;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-89446.0631902125;4602010.96523204;692438.458708585;4225814.20915772;S;38.1597019004;-.80350765668;38.15970190132;-.80350765668;OFICINA
0316002;ALMORADÍ;03160;ALMORADÍ;CL OBISPO HERRERO S/N;965701034;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-88161.2750437884;4594622.89864125;693587.673126487;4220045.00113703;S;38.10749852186;-.79196620839;38.10749852278;-.79196620839;OFICINA
0317001;ROJALES SUC 1. CIUDAD QUESADA;03170;CIUDAD QUESADA;C/ EL ANCLA, 22;966719377;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-81155.9429479321;4588324.29751603;699226.590170552;4215235.9375162;S;38.06296372267;-.72903623947;38.06296372359;-.72903623947;OFICINA
0317002;ROJALES;03170;ROJALES;MALECON DEL CARMEN 17;966714203;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-80494.8735237744;4591936.6291516;699678.116101654;4218083.49913717;S;38.08850834088;-.7230977518;38.0885083418;-.7230977518;OFICINA
0317701;SAN FULGENCIO;03177;SAN FULGENCIO;CARDENAL BELLUGA 2;966794624;DL;L-V: DE 10:00 A 14:00/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-80078.8109885363;4595273.81024418;699941.595642089;4220709.55621338;S;38.11209930143;-.71936019845;38.11209930143;-.71936019845;OFICINA
0318012;TORREVIEJA;03181;TORREVIEJA;CABALLERO DE RODAS, 55;965710679;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-75790.9775096814;4576314.68613433;703690.399074735;4205908.67437667;S;37.97797358397;-.68084193495;37.97797358488;-.68084193495;OFICINA
0319001;PILAR DE LA HORADADA;03190;PILAR DE LA HORADADA;REYES CATOLICOS 5;965351896;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-88142.5658773129;4560033.41518137;694247.374162709;4192868.06645993;S;37.86259625672;-.79179814109;37.86259625763;-.79179814109;OFICINA
0319202;ORIHUELA-COSTA;03189;PLAYA FLAMENCA I;ORQUIDEA S/N, EDIF. FLORES PLAYA;966761314;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-80284.9570967693;4569738.38407184;700270.767446541;4200651.82163633;S;37.93139236919;-.72121204045;37.9313923701;-.72121204045;OFICINA
0319294;ALICANTE-ALACANT SUC 1;03005;ALICANTE/ALACANT;CALLE BONO GUARNER 1;965227871;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-55070.3917065689;4628339.40925362;718938.603459835;4247113.27505979;S;38.34543237821;-.49470574572;38.34543237913;-.49470574572;OFICINA
0319301;SAN MIGUEL DE SALINAS;03193;SAN MIGUEL DE SALINAS;CL PABLO PICASSO S/N;965720950;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-88103.66586470026;4576673.567846547;693967.9666184064;4205954.322278811;S;37.98051476223;-.79144869633;37.98051476315;-.79144869633;OFICINA
0319494;ALICANTE-ALACANT SUC 2. EL PLA;03013;ALICANTE/ALACANT;ISAAC ALBENIZ, 4;965218615;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-53425.5367927513;4629692.36944283;720201.187623532;4248206.27034076;S;38.35496382782;-.47992976263;38.35496382873;-.47992976263;OFICINA
0319594;BENIDORM SUC 2. AV EUROPA;03503;BENIDORM;AV. EUROPA, 8 (CENTRO COMERCIAL LA NORIA);965859715;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-13378.7031394541;4655719.9177;751005.527121937;4269450.91656378;S;38.53808060086;-.12018293512;38.53808060178;-.12018293512;OFICINA
0319694;ALICANTE-ALACANT SUC 3. ASTURIAS;03006;ALICANTE/ALACANT;ASTURIAS, 8;965281651;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-56729.6444625627;4628092.82728027;717641.033204582;4246885.20865308;S;38.3436951013;-.50961106683;38.34369510222;-.50961106683;OFICINA
0319794;ALICANTE-ALACANT SUC 4. CAROLINAS;03012;ALICANTE/ALACANT;ALONSO CANO, 40;965243666;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-53398.6016357457;4630759.84706027;720199.537425144;4249041.37616522;S;38.3624832;-.4796878;38.3624832;-.4796878;OFICINA
0322394;ALICANTE-ALACANT SUC 5. P.I. FLORIDA;03006;ALICANTE/ALACANT;CARRETERA DE MADRID 48 LOCAL 1 Y 2 (ANTIGUA CTRA DE OCAÑA);965105135;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-58700.4245052086;4628240.08868345;716090.545412026;4246958.75209777;S;38.34473262674;-.52731488517;38.34473262674;-.52731488517;OFICINA
0326594;ELCHE-ELX SUC 1. CARRÚS;03205;ELCHE/ELX;AV DE LA LIBERTAD 110;965468170;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-79063.06352998695;4617207.185042869;700316.7828236315;4237915.142463676;S;38.26695951823;-.71023558378;38.26695951915;-.71023558378;OFICINA
0328394;ALICANTE-ALACANT SUC 9. ANGELES-RABASA;03009;ALICANTE/ALACANT;VIRGEN DEL ROSARIO, 2;965175829;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-55687.4409510531;4631276.16032996;718391.923171856;4249396.1038755;S;38.36611985939;-.5002487934;38.3661198603;-.5002487934;OFICINA
0328594;ELCHE-ELX SUC 3. PARQUE INDUSTRIAL;03203;ELCHE/ELX;JUAN DE HERRERA, 5 (PARQUE INDUSTRIAL);966651051;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-69048.8420774642;4620358.92532933;708124.284953456;4240580.50230185;S;38.28918526366;-.62027630189;38.28918526458;-.62027630189;OFICINA
0328694;TORREVIEJA SUC 1. LA MATA;03188;MATA (LA);CL PURIFICACION 8;966922718;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-72862.36554001611;4583087.545659718;705867.1748766247;4211287.013115321;S;38.02591616985;-.65453376602;38.02591617077;-.65453376602;OFICINA
0330002;ORIHUELA;03300;ORIHUELA;PL. NUEVA, 1;965300795;J1;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-105489.911593933;4591362.43380792;679994.891839401;4217173.79283446;S;38.08444851252;-.94763199905;38.08444851344;-.94763199905;OFICINA
0330294;L'ALFÀS DEL PI SUC 1;03581;ALBIR (L');PO DE LES ESTRELES 1;966867354;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-7235.08785266895;4660798.34840337;755690.218332795;4273562.92768668;S;38.5737557;-.0649939;38.5737557;-.0649939;OFICINA
0332001;TORRELLANO;03320;TORRELLANO;PURISIMA 51;965683419;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-65466.0017936722;4621068.90685027;710925.003574844;4241209.03099825;S;38.29419104069;-.58809110001;38.29419104069;-.58809110001;OFICINA
0332694;ALICANTE-ALACANT SUC 7. ALBUFERETA-CABO HUERTAS;03540;ALICANTE/ALACANT;AV. HISTORIADOR VICENTE RAMOS, 1;965162856;RU;L-V: DE 08:30 A 20:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-47991.6857835447;4631217.29173058;724433.8911929;4249516.03736902;S;38.36570522685;-.4311166485;38.36570522777;-.4311166485;OFICINA
0332794;ELCHE-ELX SUC 2. ALTABIX;03202;ELCHE/ELX;SUCRE, 1;965425092;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-75567.4339222281;4617744.42232283;703053.716643854;4238404.1487972;S;38.27074854079;-.67883380874;38.27074854171;-.67883380874;OFICINA
0333001;CREVILLENT;03330;CREVILLENT;GUTIERREZ CARDENAS, 8;965400716;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-90230.2520016432;4614110.24515605;691597.09442743;4235278.17956389;S;38.24511359295;-.81055214463;38.24511359387;-.81055214463;OFICINA
0333194;BENIDORM SUC 3. LA CALA;03502;BENIDORM;ACTOR LUIS PRENDES 1;965851274;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-18272.058964353;4654724.25983774;747197.411437989;4268555.17962646;S;38.53108420057;-.1641406984;38.53108420057;-.1641406984;OFICINA
0334001;ALBATERA;03340;ALBATERA;LOPE DE VEGA 4;965485043;NX;L-V: DE 08:30 A 14:30/S: SIN SERVICIO/Festivos: SIN SERVICIO;COMUNITAT VALENCIANA;03;ALACANT/ALICANTE;-97423.1644657957;4605004.62155145;686105.749041005;4228014.07265113;S;38.18084416047;-.87516717667;38.18084416139;-.87516717667;OFICINA
